Okul Adı;Şehir;Kategori;Telefon;Web Sitesi;Domain;Adres
KÜLTÜR KOLEJİ ANADOLU LİSESİ;İstanbul;Lise;02125590488;http://www.kultur.k12.tr/index.php;kultur.k12.tr;ATAKÖY 9-10.KISIM BAKIRKÖY/İSTANBUL
KÜLTÜR KOLEJİ FEN LİSESİ;İstanbul;Lise;02125590488;http://www.kultur.k12.tr/index.php;kultur.k12.tr;ATAKÖY 9-10.KISIM BAKIRKÖY/İSTANBUL
KÜLTÜR ORTAOKULU;İstanbul;Ortaokul;02125590488;http://www.kultur.k12.tr/index.php;kultur.k12.tr;ATAKÖY 9-10.KISIM BAKIRKÖY/İSTANBUL
KÜTAHYA ÖZEL DOSTLAR İLKOKULU;Kütahya;İlköğretim;02746663666;http://dostlaregitimkurumlari.com;dostlaregitimkurumlari.com;ZAFERTEPE MAH. 10. SAYGILI SK. KÜTAHYA EĞİT.DOST.VAKF. SİTESİ A BLOK NO: 1 MERKEZ / KÜTAHYA
KÜTAHYA ÖZEL DOSTLAR ORTAOKULU;Kütahya;Ortaokul;02746663666;http://dostlaregitimkurumlari.com;dostlaregitimkurumlari.com;ZAFERTEPE MAH. 10. SAYGILI SK. KÜTAHYA EĞİT.DOST.VAKF. SİTESİ A BLOK NO: 1 MERKEZ / KÜTAHYA
LÜLEBURGAZ AKIM ANADOLU LİSESİ;Kırklareli;Lise;02884126868;https://akimkoleji.k12.tr/;akimkoleji.k12.tr;SEVGİ MAHALLESİ İSTASYON CADDESİ NO:108
LÜLEBURGAZ AKIM ANAOKULU;Kırklareli;Okul Öncesi;02884126868;https://akimkoleji.k12.tr/;akimkoleji.k12.tr;SEVGİ MAHALLESİ İSTASYON CADDESİ NO:108
LÜLEBURGAZ AKIM İLKOKULU;Kırklareli;İlköğretim;02884126868;https://akimkoleji.k12.tr/;akimkoleji.k12.tr;SEVGİ MAHALLESİ İSTASYON CADDESİ NO:108
LÜLEBURGAZ AKIM ORTAOKULU;Kırklareli;Ortaokul;02884126868;https://akimkoleji.k12.tr/;akimkoleji.k12.tr;SEVGİ MAHALLESİ İSTASYON CADDESİ NO:108
MALATYA ÇAMLICA KOLEJİ İLKOKULU;Malatya;İlköğretim;04223225908;www.camlicakoleji.com.tr;camlicakoleji.com.tr;CEVATPAŞA MAH. ASMAALTI SK. VAHAP YILDIRIM. SİTESİ ÖZEL MALATYA ÇAMLICA OKULLARI BLOK NO: 1 YEŞİLYURT / MALATYA
MALATYA ÇAMLICA KOLEJİ ORTAOKULU;Malatya;Ortaokul;04223225908;www.camlicakoleji.com.tr;camlicakoleji.com.tr;CEVATPAŞA MAH. ASMAALTI SK. VAHAP YILDIRIM. SİTESİ ÖZEL MALATYA ÇAMLICA OKULLARI BLOK NO: 1 YEŞİLYURT / MALATYA
MALTEPE OĞUZKAAN KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02163767652;https://www.oguzkaankoleji.com;oguzkaankoleji.com;FEVZİ ÇAKMAK CADDESİ DİVAN SOKAK  NO:1 MALTEPE/İSTANBUL (TÜRKAN SAYLAN KÜLTÜR MERKEZİ YANI)
MALTEPE OĞUZKAAN KOLEJİİ ANAOKULU;İstanbul;Okul Öncesi;02163767652;https://www.oguzkaankoleji.com;oguzkaankoleji.com;FEVZİ ÇAKMAK CADDESİ DİVAN SOKAK  NO:1 MALTEPE/İSTANBUL (TÜRKAN SAYLAN KÜLTÜR MERKEZİ YANI)
MALTEPE OĞUZKAAN KOLEJİİ İLKOKULU;İstanbul;İlköğretim;02163767652;https://www.oguzkaankoleji.com;oguzkaankoleji.com;FEVZİ ÇAKMAK CADDESİ DİVAN SOKAK  NO:1 MALTEPE/İSTANBUL (TÜRKAN SAYLAN KÜLTÜR MERKEZİ YANI)
MALTEPE UĞUR ANADOLU LİSESİ;İstanbul;Lise;02163838487;http://uguranadolulisesi.com/tr/default.aspx;uguranadolulisesi.com;ALTAYÇEŞME MAHALLESİ, ATATÜRK CD. NO:103, 34843 MALTEPE/İSTANBUL
MANİSA İTK KAMPÜSÜ ANADOLU LİSESİ;Manisa;Lise;02362505070;ciglisube@itk.k12.tr;itk.k12.tr;MURADİYE MAH. MANOLYA SOKAK NO:234 YUNUSEMRE - MANİSA
MANİSA İTK KAMPÜSÜ ANAOKULU;Manisa;Okul Öncesi;02362505070;ciglisube@itk.k12.tr;itk.k12.tr;MURADİYE MAH. MANOLYA SOKAK NO:234 YUNUSEMRE - MANİSA
MANİSA İTK KAMPÜSÜ FEN LİSESİ;Manisa;Lise;02362505070;ciglisube@itk.k12.tr;itk.k12.tr;MURADİYE MAH. MANOLYA SOKAK NO:234 YUNUSEMRE - MANİSA
MANİSA İTK KAMPÜSÜ İLKOKULU;Manisa;İlköğretim;02362505070;ciglisube@itk.k12.tr;itk.k12.tr;MURADİYE MAH. MANOLYA SOKAK NO:234 YUNUSEMRE - MANİSA
MANİSA İTK KAMPÜSÜ ORTAOKULU;Manisa;Ortaokul;02362505070;ciglisube@itk.k12.tr;itk.k12.tr;MURADİYE MAH. MANOLYA SOKAK NO:234 YUNUSEMRE - MANİSA
MARMARA KOLEJİ ANADOLU  LİSESİ;İstanbul;Lise;0 216 626 10 00;https://www.mek.k12.tr/tr;mek.k12.tr;MARMARA EĞİTİM KÖYÜ 34857 MALTEPE
MARMARA KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02166261000;http://www.mek.k12.tr/okullarimiz/kampus-istanbul-anasayfa/Istanbul-Marmara-Egitim-Koyu/32/0/0;mek.k12.tr;MARMARA EĞİTİM KÖYÜ 34857 MALTEPE
MARMARA KOLEJİ FEN LİSESİ;İstanbul;Lise;0 216 626 10 00;https://www.mek.k12.tr/tr;mek.k12.tr;MARMARA EĞİTİM KÖYÜ 34857 MALTEPE
MARMARA KOLEJİ MESLEKİ TEKNİK ANADOLU LİSESİ;İstanbul;Lise;02166261000;http://www.mek.k12.tr/okullarimiz/kampus-istanbul-anasayfa/Istanbul-Marmara-Egitim-Koyu/32/0/0;mek.k12.tr;MARMARA EĞİTİM KÖYÜ 34857 MALTEPE
MARMARİS PİNOKYO ANAOKULU;Muğla;Okul Öncesi;05326348765;http://www.pinokyo.org/;pinokyo.org;KEMERALTI MAHALLESİ DATÇA YOLU 112.SOKAK NO:27 MARMARİS
MAT-FKB ÖZEL GELİŞİM ANADOLU LİSESİ;Eskişehir;Lise;0 222 313 01 01;http://www.gelisimkoleji.k12.tr;gelisimkoleji.k12.tr;KESKİN YOLU 1,5. KM. ZİNCİRLİKUYU MAH. ÇİFTLİKYOLU  SOK. NO: 36 TEPEBAŞI/ESKİŞEHİR
MAT-FKB ÖZEL GELİŞİM FEN LİSESİ;Eskişehir;Lise;0 222 313 01 01;http://www.gelisimkoleji.k12.tr;gelisimkoleji.k12.tr;KESKİN YOLU 1,5. KM. ZİNCİRLİKUYU MAH. ÇİFTLİKYOLU  SOK. NO: 36 TEPEBAŞI/ESKİŞEHİR
MAT-FKB ÖZEL GELİŞİM OKULLARI ANAOKULU;Eskişehir;Okul Öncesi;02223130101;http://www.gelisimkoleji.k12.tr;gelisimkoleji.k12.tr;KESKİN YOLU 1,5. KM. ZİNCİRLİKUYU MAH. ÇİFTLİKYOLU  SOK. NO: 36 TEPEBAŞI/ESKİŞEHİR
MAT-FKB ÖZEL GELİŞİM OKULLARI İLKOKULU;Eskişehir;İlköğretim;02223130101;http://www.gelisimkoleji.k12.tr;gelisimkoleji.k12.tr;KESKİN YOLU 1,5. KM. ZİNCİRLİKUYU MAH. ÇİFTLİKYOLU  SOK. NO: 36 TEPEBAŞI/ESKİŞEHİR
MAT-FKB ÖZEL GELİŞİM OKULLARI ORTAOKULU;Eskişehir;Ortaokul;02223130101;http://www.gelisimkoleji.k12.tr;gelisimkoleji.k12.tr;KESKİN YOLU 1,5. KM. ZİNCİRLİKUYU MAH. ÇİFTLİKYOLU  SOK. NO: 36 TEPEBAŞI/ESKİŞEHİR
MAVİ DÜNYA ANADOLU LİSESİ;Bursa;Lise;02242446571;http://www.mavidunya.k12.tr;mavidunya.k12.tr;ÇAĞRIŞAN MAH. IŞILTI SOK. A BLOK NO:28 MUDANYA / BURSA
MAVİ DÜNYA ANAOKULU DEMİRTAŞ;Bursa;Okul Öncesi;05326008668;http://www.mavidunya.k12.tr;mavidunya.k12.tr;DEMİRTAŞ CUMHURİYET MAHALLESİ 7.CADDE SİNPAŞ MODERN BURSA NO:43/28-36 OSMANGAZİ
MAVİ DÜNYA İLKOKULU;Bursa;İlköğretim;02242446571;http://www.mavidunya.k12.tr;mavidunya.k12.tr;ÇAĞRIŞAN MAH. IŞILTI SOK. A BLOK NO:28 MUDANYA / BURSA
MAVİ DÜNYA ORTAOKULU;Bursa;Ortaokul;05058320421;http://www.mavidunya.k12.tr;mavidunya.k12.tr;ÇAĞRIŞAN MAH. IŞILTI SOK. A BLOK NO:28 MUDANYA / BURSA
MAVİŞEHİR OKYANUS ANADOLU LİSESİ;İzmir;Lise;02323007373;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;ANADOLU CAD. 6311 SOK. KARŞIYAKA | İZMİR (MAVİŞEHİR METRO DURAĞI YANI)
MAVİŞEHİR OKYANUS ANAOKULU;İzmir;Okul Öncesi;02323007373;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;ANADOLU CAD. 6311 SOK. KARŞIYAKA | İZMİR (MAVİŞEHİR METRO DURAĞI YANI)
MAVİŞEHİR OKYANUS İLKOKULU;İzmir;İlköğretim;02323007373;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;ANADOLU CAD. 6311 SOK. KARŞIYAKA | İZMİR (MAVİŞEHİR METRO DURAĞI YANI)
MAVİŞEHİR OKYANUS ORTAOKULU;İzmir;Ortaokul;02323007373;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;ANADOLU CAD. 6311 SOK. KARŞIYAKA | İZMİR (MAVİŞEHİR METRO DURAĞI YANI)
MAVİŞEHİR ÖZEL ÇAKABEY ANAOKULU;İzmir;Okul Öncesi;0 536 412 59 71;;;Yalı, Idil Biret Cd. No:19/A, 35550 Karşıyaka/İzmir
MEF LİSESİ;İstanbul;Lise;0 212 362 26 33;https://www.mef.k12.tr/;mef.k12.tr;ULUS MAH. LEYLAK SOKAK NO:22 ULUS BEŞİKTAŞ İSTANBUL
MEF OKULLARI ULUS KAMPÜSÜ ANADOLU LİSESİ;İstanbul;Lise;0 212 362 26 33;https://www.mef.k12.tr/ulus-lisesi/;mef.k12.tr;ULUS MAHALLESİ  ÖZTOPUZ CADDESİ  LEYLAK SOKAK  34340  ULUS - BEŞİKTAŞ - İSTANBUL
MEF OKULLARI ULUS KAMPÜSÜ ANAOKULU;İstanbul;Okul Öncesi;0 212 362 26 33;https://www.mef.k12.tr/ulus-anaokulu/;mef.k12.tr;ULUS MAHALLESİ  ÖZTOPUZ CADDESİ  LEYLAK SOKAK  34340  ULUS - BEŞİKTAŞ - İSTANBUL
MEF OKULLARI ULUS KAMPÜSÜ FEN VE TEKNOLOJİ LİSESİ;İstanbul;Lise;0 212 362 26 33;https://www.mef.k12.tr/;mef.k12.tr;ULUS MAH. LEYLAK SOK. NO:22 34340 ULUS BEŞİKTAŞ, İSTANBUL
MEF OKULLARI ULUS KAMPÜSÜ İLKOKULU;İstanbul;İlköğretim;02123622633;https://www.mef.k12.tr/ulus-ilkokulu/;mef.k12.tr;ULUS MAHALLESİ  ÖZTOPUZ CADDESİ  LEYLAK SOKAK  34340  ULUS - BEŞİKTAŞ - İSTANBUL
MEF OKULLARI ULUS KAMPÜSÜ ORTAOKULU;İstanbul;Ortaokul;02123622633;https://www.mef.k12.tr/ulus-ortaokulu/;mef.k12.tr;ULUS MAHALLESİ  ÖZTOPUZ CADDESİ  LEYLAK SOKAK  34340  ULUS - BEŞİKTAŞ - İSTANBUL
MELTEM AYHAN ANADOLU LİSESİ;Ankara;Lise;0 312 566 20 19;http://www.meltemayhan.k12.tr/;meltemayhan.k12.tr;KARDELEN MAH. 2071 SK. NO: 2A İÇ KAPI NO: 33
MELTEM AYHAN ANAOKULU;Ankara;Okul Öncesi;03122552020;http://www.meltemayhan.k12.tr/;meltemayhan.k12.tr;YENİ BATI MAH. 2413. SOK. NO:5
MELTEM AYHAN FEN LİSESİ;Ankara;Lise;0 312 566 20 19;http://www.meltemayhan.k12.tr/;meltemayhan.k12.tr;KARDELEN MAH. 2071 SK. NO: 2A İÇ KAPI NO: 33
MELTEM AYHAN İLKOKUL;Ankara;İlköğretim;03122552020;http://www.meltemayhan.k12.tr/;meltemayhan.k12.tr;YENİ BATI MAH. 2413. SOK. NO:5
MELTEM AYHAN ORTAOKUL;Ankara;Ortaokul;03122552020;http://www.meltemayhan.k12.tr/;meltemayhan.k12.tr;YENİ BATI MAH. 2413. SOK. NO:5
MENEMEN PAYLAŞIM İLKOKULU;İzmir;İlköğretim;02328320111;https://paylasimkoleji.com/;paylasimkoleji.com;MERMERLİ MAH. İNKİLAP CAD. NO:1 İÇ KAPI: 1
MENEMEN PAYLAŞIM ORTAOKULU;İzmir;Ortaokul;02328320111;https://paylasimkoleji.com/;paylasimkoleji.com;MERMERLİ MAH. İNKİLAP CAD. NO:1 İÇ KAPI: 1
MERSİN İSTEK KOLEJ LİSESİ;Mersin;Lise;03244732421;http://istekmersinokullari.com/;istekmersinokullari.com;GÖKÇEBELEN MAH. 33195. SOK. 1/A
MERSİN İSTEK KOLEJİ  ANAOKULU;Mersin;Okul Öncesi;03244732421;http://istekmersinokullari.com/;istekmersinokullari.com;GÖKÇEBELEN MAH. 33195. SOK. 1/A
MERSİN İSTEK KOLEJİ  İLKOKULU;Mersin;İlköğretim;03244732421;http://istekmersinokullari.com/;istekmersinokullari.com;GÖKÇEBELEN MAH. 33195. SOK. 1/A
MERSİN İSTEK KOLEJİ  ORTAOKULU;Mersin;İlköğretim;03244732421;http://istekmersinokullari.com/;istekmersinokullari.com;GÖKÇEBELEN MAH. 33195. SOK. 1/A
METOD ANAOKULU;Ankara;Okul Öncesi;03214448642;https://metodkoleji.com/;metodkoleji.com;TURGUT ÖZAL MAH. ŞEHİT KAYMAKAM MUHAMMED FATİH SAFİTÜRK  BULVARI. NO:134
METOD FEN LİSESİ;Ankara;Lise;4 448 642 __ __;https://www.metodkoleji.com.tr/;metodkoleji.com.tr;Turgut Özal Mah. Şehit Kaymakam Muhammed Fatih Safitürk Bulv. No:134 Yenimahalle/ANKARA
METOD İLKOKULU;Ankara;İlköğretim;03214448642;https://metodkoleji.com/;metodkoleji.com;TURGUT ÖZAL MAH. ŞEHİT KAYMAKAM MUHAMMED FATİH SAFİTÜRK  BULVARI. NO:134
METOD ORTAOKULU;Ankara;Ortaokul;03214448642;https://metodkoleji.com/;metodkoleji.com;TURGUT ÖZAL MAH. ŞEHİT KAYMAKAM MUHAMMED FATİH SAFİTÜRK  BULVARI. NO:134
MEV OKULLARI İZMİR GÜZELBAHÇE OKULLARI ANAOKULU;İzmir;Okul Öncesi;0 232 234 28 88;http://www.mevkolejiankara.k12.tr;mevkolejiankara.k12.tr;MÜZEYYEN SENAR CADDESİ NO:42 35310 GÜZELBAHÇE - İZMİR
MİLAS ÖZGE OKULLARI ANADOLU LİSESİ;Muğla;Lise;02525136373;https://www.ozgekoleji.k12.tr/;ozgekoleji.k12.tr;MENTEŞ MAHALLESİ MENTEŞ MERKEZ SOKAK NO 137/1
MİLAS ÖZGE OKULLARI ANAOKULU;Muğla;Okul Öncesi;02525135048;https://www.ozgekoleji.k12.tr/;ozgekoleji.k12.tr;MENTEŞ MAHALLESİ MENTEŞ MERKEZ SOKAK NO 137/1
MİLAS ÖZGE OKULLARI İLKOKULU;Muğla;İlköğretim;02525135454;https://www.ozgekoleji.k12.tr/;ozgekoleji.k12.tr;MENTEŞ MAHALLESİ MENTEŞ MERKEZ SOKAK NO 137/1
MİLAS ÖZGE OKULLARI ORTAOKULU;Muğla;Ortaokul;02525135454;https://www.ozgekoleji.k12.tr/;ozgekoleji.k12.tr;MENTEŞ MAHALLESİ MENTEŞ MERKEZ SOKAK NO 137/3
MİMAR SİNAN ÖZEL  FEN LİSESİ;İstanbul;Lise;02128813630;http://www.mskolej.k12.tr;mskolej.k12.tr;MİMARSİNAN MAHALLESİ, İNÖNÜ 2 CD NO:89, 34535 BÜYÜKÇEKMECE/İSTANBUL
MİMAR SİNAN ÖZEL OKULLARI ANADOLU LİSESİ;İstanbul;Lise;0(212) 881 36 30;http://www.mskolej.k12.tr;mskolej.k12.tr;MİMARSİNAN MAHALLESİ, İNÖNÜ 2 CD NO:89, 34535 BÜYÜKÇEKMECE/İSTANBUL
MİMAR SİNAN ÖZEL OKULLARI ANAOKULU;İstanbul;Okul Öncesi;02128813630;http://www.mskolej.k12.tr;mskolej.k12.tr;MİMARSİNAN MAHALLESİ, İNÖNÜ 2 CD NO:89, 34535 BÜYÜKÇEKMECE/İSTANBUL
MİMAR SİNAN ÖZEL OKULLARI İLKOKUL;İstanbul;İlköğretim;02128813630;http://www.mskolej.k12.tr;mskolej.k12.tr;MİMARSİNAN MAHALLESİ, İNÖNÜ 2 CD NO:89, 34535 BÜYÜKÇEKMECE/İSTANBUL
MİMAR SİNAN ÖZEL OKULLARI ORTAOKUL;İstanbul;Ortaokul;02128813630;http://www.mskolej.k12.tr;mskolej.k12.tr;MİMARSİNAN MAHALLESİ, İNÖNÜ 2 CD NO:89, 34535 BÜYÜKÇEKMECE/İSTANBUL
MİMAROBA KAMPÜSÜ OKYANUS KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02128638282;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MİMARSİNAN MERKEZ MAH. DAMGACI SOK. E5 LONDRA ASFALTI CAD. NO: 99/B (AYMERKEZ KARŞIŞI)  MİMARSİNAN | BÜYÜKÇEKMECE | İSTANBUL
MİMAROBA KAMPÜSÜ OKYANUS KOLEJİ İLKOKULU;İstanbul;İlköğretim;02128638282;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MİMARSİNAN MERKEZ MAH. DAMGACI SOK. E5 LONDRA ASFALTI CAD. NO: 99/B (AYMERKEZ KARŞIŞI)  MİMARSİNAN | BÜYÜKÇEKMECE | İSTANBUL
MİMAROBA KAMPÜSÜ OKYANUS KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02128638282;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MİMARSİNAN MERKEZ MAH. DAMGACI SOK. E5 LONDRA ASFALTI CAD. NO: 99/B (AYMERKEZ KARŞIŞI)  MİMARSİNAN | BÜYÜKÇEKMECE | İSTANBUL
MİNECAN ANAOKULU MİNİ ŞUBESİ;Adana;Okul Öncesi;3222333045;www.minecananaokulu.com;minecananaokulu.com;KARSLILAR MAH. 82064 SK. NO: 12 İÇ KAPI NO: 1
MİNECAN EĞİTİM KURUMLARI İLKOKULU;Adana;İlköğretim;03222333045;www.minecananaokulu.com;minecananaokulu.com;KARSLILAR MAH. 82064 SK. NO: 14A
MİNECAN EĞİTİM KURUMLARI ORTAOKULU;Adana;Ortaokul;05309007666;www.minecananaokulu.com;minecananaokulu.com;KARSLILAR MAH. 82064 SK. NO: 18
MODAFEN KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;0 216 641 57 83;www.modafen.com.tr;modafen.com.tr;Merkez Mahallesi Ballıca sokak No:1
MODAFEN KOLEJİ İLKOKULU;İstanbul;İlköğretim;0 216 641 57 83;www.modafen.com.tr;modafen.com.tr;Merkez Mahallesi Ballıca Sokak No :1
MODAFEN KOLEJİ LİSESİ;İstanbul;Lise;0 216 641 57 83;www.modafen.com.tr;modafen.com.tr;Merkez Mahallesi Ballıca Sokak No :1
MODAFEN KOLEJİ ORTAOKULU;İstanbul;Ortaokul;0 216 641 57 83;www.modafen.com.tr;modafen.com.tr;Merkez Mahallesi Ballıca Sokak No :1 Çekmeköy Ümraniy
MÜRÜVVET EVYAP ANAOKULU;İstanbul;Okul Öncesi;02122633512;https://evyapokullari.k12.tr/;evyapokullari.k12.tr;MADEN MAHALLESİ BAĞLAR SOKAK NO:10 SARIYER/İSTANBUL
MÜRÜVVET EVYAP FEN LİSESİ;İstanbul;Lise;02123424333;https://evyapokullari.k12.tr/;evyapokullari.k12.tr;MADEN MAHALLESİ BAĞLAR SOKAK NO:10 SARIYER/İSTANBUL
MÜRÜVVET EVYAP İLKOKULU;İstanbul;İlköğretim;02122633512;https://evyapokullari.k12.tr/;evyapokullari.k12.tr;MADEN MAHALLESİ BAĞLAR SOKAK NO:10 SARIYER/İSTANBUL
MÜRÜVVET EVYAP LİSESİ;İstanbul;Lise;02122633512;https://evyapokullari.k12.tr/;evyapokullari.k12.tr;MADEN MAHALLESİ BAĞLAR SOKAK NO:10 SARIYER/İSTANBUL
MÜRÜVVET EVYAP ORTAOKULU;İstanbul;Ortaokul;02122633512;https://evyapokullari.k12.tr/;evyapokullari.k12.tr;MADEN MAHALLESİ BAĞLAR SOKAK NO:10 SARIYER/İSTANBUL
NACİ AKDOĞAN ANAOKULU;Aydın;Okul Öncesi;0 533 760 20 03;;;Karaova Mahallesi. 851. Sokak No:7 Kuşadası / AYDIN
NACİ AKDOĞAN İLKÖĞRETİM OKULU;Aydın;İlköğretim;0 533 393 58 79;;;Karaova Mahallesi. 851. Sokak No:7 Kuşadası / AYDIN
NACİ AKDOĞAN ORTAKOLU;Aydın;Ortaokul;0 532 712 91 62;;;Karaova Mahallesi. 851. Sokak No:7 Kuşadası / AYDIN
NAR ANAOKULU;İstanbul;Okul Öncesi;05055585952;naranaokulu.k12.tr/;naranaokulu.k12.tr;PINARTEPE MAH. TURGUT ÖZAL CAD. AKSU 1 SOK . NO:5  BÜYÜKÇEKMECE / İSTANBUL
NASİBE ERYETİŞ SAĞLIK MESLEKİ VE TEKNİK ANADOLU LİSESİ;İstanbul;Lise;05456005456;http://eryetissaglik.k12.tr/;eryetissaglik.k12.tr;DOĞU MAH. TAVŞANTEPE MEVKİİ ÇAMLIK SOK. NO:1   PENDİK
NEZİHA ARSLAN ANAOKULU;Afyonkarahisar;Okul Öncesi;0 272 213 21 22;https://www.nezihaarslankoleji.com/;nezihaarslankoleji.com;Ali İhsan Paşa Mahallesi İlim Caddesi No: 17  Merkez / Afyonkarahisar
NEZİHA ARSLAN İLÖĞRETİM OKULU;Afyonkarahisar;İlköğretim;0 534 720 82 92;https://www.nezihaarslankoleji.com/;nezihaarslankoleji.com;Ali İhsan Paşa Mahallesi İlim Caddesi No: 17  Merkez / Afyonkarahisar
NEZİHA ARSLAN ORTAOKULU;Afyonkarahisar;Ortaokul;0 534 720 82 92;https://www.nezihaarslankoleji.com/;nezihaarslankoleji.com;Ali İhsan Paşa Mahallesi İlim Caddesi No: 17  Merkez / Afyonkarahisar
NOTRE DAME DE SION FRANSIZ LİSESİ;İstanbul;Lise;02122191697;https://www.nds.k12.tr/;nds.k12.tr;CUMHURİYET CAD.NO:127 HARBİYE-İSTANBUL
ODAK ANAOKULU;İstanbul;Okul Öncesi;02127282016;http://www.odakokullari.com/;odakokullari.com;YENİ MAH ÇİZGİ SK. NO:10 34570 SİLİVRİ İSTANBUL
ODAK İLKOKULU;İstanbul;İlköğretim;02127282016;http://www.odakokullari.com/;odakokullari.com;YENİ MAH ÇİZGİ SK. NO:10 34570 SİLİVRİ İSTANBUL
ODAK ORTAOKULU;İstanbul;Ortaokul;02127282016;http://www.odakokullari.com/;odakokullari.com;YENİ MAH ÇİZGİ SK. NO:10 34570 SİLİVRİ İSTANBUL
ODTÜ GELİŞTİRME VAKFI ANADOLU LİSESİ;Ankara;Lise;0 312 210 11 82;http://www.odtugvo.k12.tr/;odtugvo.k12.tr;Üniversiteler Mahallesi İhsan Doğramacı Bulvarı No:5 06800 ODTÜ - Çankaya
ODTÜ GELİŞTİRME VAKFI ÖZEL İLKOKULU;Ankara;İlköğretim;0 312 210 11 82;http://www.odtugvo.k12.tr/;odtugvo.k12.tr;Üniversiteler Mahallesi İhsan Doğramacı Bulvarı No:5 06800 ODTÜ - Çankaya
ODTÜ GELİŞTİRME VAKFI ÖZEL ORTAOKULU;Ankara;Ortaokul;0 312 210 11 82;http://www.odtugvo.k12.tr/;odtugvo.k12.tr;Üniversiteler Mahallesi İhsan Doğramacı Bulvarı No:5 06800 ODTÜ - Çankaya
OĞUZHAN ÖZKAYA ANADOLU LİSESİ;İzmir;Lise;02322340000;https://oguzhanozkayaegitim.com/;oguzhanozkayaegitim.com;YELKİ (ADNAN SÜVARİ) MAHALLESİ 2540 SOKAK NO:9
OĞUZHAN ÖZKAYA ANAOKULU;İzmir;Okul Öncesi;02322340008;https://oguzhanozkayaegitim.com/;oguzhanozkayaegitim.com;YELKİ MAHALLESİ 2540 SOKAK NO:4
OĞUZHAN ÖZKAYA FEN LİSESİ;İzmir;Lise;02322340000;https://oguzhanozkayaegitim.com/;oguzhanozkayaegitim.com;YELKİ (ADNAN SÜVARİ) MAHALLESİ 2540 SOKAK NO:9
OĞUZHAN ÖZKAYA İLKOKULU;İzmir;İlköğretim;02322340000;https://oguzhanozkayaegitim.com/;oguzhanozkayaegitim.com;YELKİ MAHALLESİ 2540 SOKAK NO:4
OĞUZHAN ÖZKAYA ORTAOKULU;İzmir;Ortaokul;02322340000;https://oguzhanozkayaegitim.com/;oguzhanozkayaegitim.com;YELKİ MAHALLESİ 2540 SOKAK NO:4
OĞUZKAAN KOLEJİ ANADOLU LİSESİ;İstanbul;Lise;02125426565;https://www.oguzkaankoleji.com;oguzkaankoleji.com;KARTALTEPE MAH. İNCİRLİ CAD. NO:84/A BAKIRKÖY/İSTANBUL
OĞUZKAAN KOLEJİ ANADOLU LİSESİ (BEYLİKDÜZÜ);İstanbul;Lise;05354625953;https://www.oguzkaankoleji.com;oguzkaankoleji.com;ADNAN KAHVECİ MAHALLESİ, ÇALIŞLAR CD. 34528 BEYLİKDÜZÜ
OKAN ANADOLU LİSESİ TUZLA;İstanbul;Lise;0 216 677 18 30;http://www.okankoleji.com;okankoleji.com;TEPEOREN MAH. BALLICA YOLU CAD. OKAN ÜNİVERSİTESİ REKTÖRLÜK BLOK NO: 11/11 İÇ KAPI NO: 1 TUZLA / İSTANBUL
OKAN ANAOKULU TUZLA;İstanbul;Ortaokul;02166771830;http://www.okankoleji.com;okankoleji.com;TEPEOREN MAH. BALLICA YOLU CAD. OKAN ÜNİVERSİTESİ REKTÖRLÜK BLOK NO: 11/11 İÇ KAPI NO: 1 TUZLA / İSTANBUL
OKAN İLKOKULU TUZLA;İstanbul;İlköğretim;02166771830;http://www.okankoleji.com;okankoleji.com;TEPEOREN MAH. BALLICA YOLU CAD. OKAN ÜNİVERSİTESİ REKTÖRLÜK BLOK NO: 11/11 İÇ KAPI NO: 1 TUZLA / İSTANBUL
OKAN ORTAOKULU TUZLA;İstanbul;Ortaokul;02166771830;http://www.okankoleji.com;okankoleji.com;TEPEOREN MAH. BALLICA YOLU CAD. OKAN ÜNİVERSİTESİ REKTÖRLÜK BLOK NO: 11/11 İÇ KAPI NO: 1 TUZLA / İSTANBUL
ORTADOĞU ANADOLU LİSESİ;Diyarbakır;Lise;4122550524;http://www.ortadogukoleji.k12.tr;ortadogukoleji.k12.tr;BARIŞ MAH. TALAYTEPE CAD. ÖZEL ORTADOĞU SİTESİ ANAOKULU BLOK NO: 13
ORTADOĞU ANAOKULU;Diyarbakır;Okul Öncesi;4122550524;http://www.ortadogukoleji.k12.tr;ortadogukoleji.k12.tr;BARIŞ MAH. TALAYTEPE CAD. ÖZEL ORTADOĞU SİTESİ ANAOKULU BLOK NO: 13
