Firma Adı;Parsel Durumu;Ada/Bölge;Sektör;Telefon;E-Posta;Web Sitesi;Domain;Adres
Özduman Tarım Mak.san.ve Tic.a.ş.;Ön Tahsisli;6;Tarım Makinaları;3323463008;muhasebe@ozduman.com;;;
Özduman Tarım Mak.san.ve Tic.a.ş.;Tahsisli;5;Tarım Makinaları;3323463008;muhasebe@ozduman.com;;;Büyükkayacık Osb Mah, 512 Nolu Sokak, No: 4
Özen İş Tar.Zir.Mak.Otom.Dış.Tic.Ltd.Şti.;Kiracı;2;Tarım Makinaları;332 239 00 90;info@ozenistarimmak.com;www.ozenistarimmak.com;ozenistarimmak.com;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 4
Özen İş Tar.Zir.Mak.Otom.Dış.Tic.Ltd.Şti.;Kiracı;2;Tarım Makinaları;332 239 00 90;info@ozenistarimmak.com;www.ozenistarimmak.com;ozenistarimmak.com;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 3
Özenir Değirmen Makinalari Nak.San.Tic.Ltd.Şti.;Tahsisli;4;Değirmen Makinaları;3322494200;muhasebe@millma.com.tr;www.millma.com.tr;millma.com.tr;Büyükkayacık Osb Mah, 405 Nolu Sokak, No: 12
Özenirler Tarım Makinaları San. Ve Tic.Ltd.Şti.;Tahsisli;3;Tarım Makinaları;;;;;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 8
Özgayd Otom San.Tic.Ltd.Şti.;Kiracı;3;Otomotiv Yedek Parça;3322391550;info@ozgayd.com;www.ozgayd.com;ozgayd.com;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 30
Özgayd Otom San.Tic.Ltd.Şti.;Tahsisli;2;Otomotiv Yedek Parça;3322391550;info@ozgayd.com;www.ozgayd.com;ozgayd.com;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 2
Özgayd Otom San.Tic.Ltd.Şti.;Kiracı;2;Otomotiv Yedek Parça;3322391550;info@ozgayd.com;www.ozgayd.com;ozgayd.com;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 4
Özgayd Otom San.Tic.Ltd.Şti.;Kiracı;2;Otomotiv Yedek Parça;3322391550;info@ozgayd.com;www.ozgayd.com;ozgayd.com;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 8
Özhanlar Gıda Bakliyat İth.İhr.San. Ve Tic.Ltd.Şti.;Tahsisli;5;Gıda;;ozhantarim@gmail.com;www.ozhanlarbakliyat.com;ozhanlarbakliyat.com;Büyükkayacık Osb Mah, 511 Nolu Sokak, No: 4
Özkayalı Makina A.ş.;Tahsisli;5;İmalat;3323454614;hozcan@ozkayali.com.tr;www.ozkayali.com.tr;ozkayali.com.tr;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 14
Özkoç İlave Dingil San.Tic.Ltd.Şti.;Tahsisli;3;Dorse - Damper - Treyler;3322392266;muhasebe@ozkocaxle.com;https://trax.com.tr/tr;trax.com.tr;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 5
Özkök Ev Eşyaları San.Tic. Paz. Ltd.Şti.;Tahsisli;2;Mobilya ve Ahşap Ürünleri;332 239 05 51;rapsodi@rapsodi.com;www.rapsodi.com;rapsodi.com;Büyükkayacık Osb Mah, Kırım Caddesi, No: 17
Özkök Ev Eşyaları San.Tic. Paz. Ltd.Şti.;Kiracı;2;Mobilya ve Ahşap Ürünleri;332 239 05 51;rapsodi@rapsodi.com;www.rapsodi.com;rapsodi.com;Büyükkayacık Osb Mah, Güzelkonak Sokak, No: 14
Özkök Ev Eşyaları San.Tic. Paz. Ltd.Şti.;Tahsisli;2;Mobilya ve Ahşap Ürünleri;332 239 05 51;rapsodi@rapsodi.com;www.rapsodi.com;rapsodi.com;Büyükkayacık Osb Mah, Güzelkonak Sokak, No: 12
Özkürkçü Döküm Nakliye Makine Otomotiv Dayanıklı Tüketim Malları San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Döküm;5073590710;1bilgi@ozkurkcu.com.tr;;;
Özmen Gıda Nakliye Damper San. Ve Tic.ltd.şti.;Tahsisli;6;Dorse - Damper - Treyler;3323451150;2muhasebe@ozmendamper.com.tr;;;Büyükkayacık Osb Mah, 609 Nolu Sokak, No: 6
Öztanksan Metal İnş.ve Otom. San.ve Tic. A.ş.;Tahsisli;4;Dorse - Damper - Treyler;3323460611;muhasebe@oztanksan.com.tr;https://oztanksan.com.tr;oztanksan.com.tr;Büyükkayacık Osb Mah, 101. Cadde, No: 14
Öztaşoğlu Hafriyat Nakliyat Taahhüt San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Gıda;3322338710;2info@oztasoglu.com.tr;;;
Öztekfen Redüktör San. Ve Tic.a.ş.;Kiracı;3;İmalat;3323450400;bilgi.teknolojileri@oztekfen.com.tr;https://www.oztekfen.com.tr/;oztekfen.com.tr;Büyükkayacık Osb Mah, 12 Nolu Sokak, No: 30
Öztem Pazarlama İnşaat Sanayi Ve Ticaret A.Ş;Tahsisli;2;Yapı - İnşaat Malzemeleri;3322391157;oztem@oztem.net;https://oztem.net;oztem.net;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 8
Özunmak Değirmen Mak. Paz. Nak. Ve Tic. A.ş.;Kiracı;2;Değirmen Makinaları;3323461508;ozunmak@hotmail.com;www.ozunmak.com.tr;ozunmak.com.tr;Büyükkayacık Osb Mah, İkipınar Sokak, No: 6
Özyeşilyurt Tar.Mak.Ve Değ.İç Dış Tic.San.Ltd.Şti.;Tahsisli;2;Tarım Makinaları;3323420310;muhasebe@ozyesilyurt.com;www.ozyesilyurt.com;ozyesilyurt.com;Büyükkayacık Osb Mah, Vezirköy Caddesi, No: 9
Özyol Değirmen Mak.im.nak.gıda Ltd.şti.;Tahsisli;3;Elektrik - Elektronik ve Enerji;3322391050;ozyol1993@hotmail.com;;;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 11
Pakset Plastik Ambalaj Kalıp İç Ve Dış Ticaret Anonim Şirketi;Kiracı;3;Plastik;3322390617;info@pakset.com.tr;;;Büyükkayacık Osb Mah, Vali İhsan Dede Caddesi, No: 5
Pakset Plastik Ambalaj Kalıp İç Ve Dış Ticaret Anonim Şirketi;Tahsisli;2;Plastik;3322390617;info@pakset.com.tr;;;Büyükkayacık Osb Mah, Kırım Caddesi, No: 7
Panemor Makine San. Ve Tic.ltd.şti.;Tahsisli;6;Elektrik - Elektronik;3322713199;info@panemor.com.tr;;;
Panemor Makine San. Ve Tic.ltd.şti.;Kiracı;4;Elektrik - Elektronik;3322713199;info@panemor.com.tr;;;Büyükkayacık Osb Mah, 103. Cadde, No: 7
Parkar Soğutucu Sist.otom.tic.ve San.ltd.şti.;Tahsisli;3;Isıtma ve Soğutma Sistemleri;;;;;Büyükkayacık Osb Mah, Kuddusi Caddesi , No: 17
Paşa Asansör Mühendislik San. Tic. Ltd. Şti.;Kiracı;2;Asansör ve Ekipmanları;;karr_burak@hotmail.com;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 33
Pek Perçin Civata San.Ve Tic.Ltd.Şti.;Tahsisli;3;Metal;3322391792;ebubekirgonul@pekcivata.com;;;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 15
Penta Mağazacılık Turizm Ve Organizasyon A.ş.;Kiracı;3;Diğer;;;;;Büyükkayacık Osb Mah, 23 Nolu Sokak, No: 1
Petek Amb.Makineleri Plastik San.Ve Tic.A.Ş.;Tahsisli;3;Plastik;3322390642;muhasebe@petekplastik.com;www.petekplastik.com;petekplastik.com;Büyükkayacık Osb Mah, Vali İhsan Dede Caddesi, No: 16
Peykap Plastik Amb.nak.inş.san.ve Tic.ltd.şti.;Kiracı;3;Plastik;;;;;Büyükkayacık Osb Mah, 17 Nolu Sokak, No: 4
Pınar Döküm Vana San.Tic.Ltd.Şti.;Tahsisli;4;Döküm;3323420724;bilgi@pinarvana.com.tr;www.pinarvana.com.tr;pinarvana.com.tr;Büyükkayacık Osb Mah, 410 Nolu Sokak, No: 7
Piltar Plastik Kim.Ve Tar.Ür.San.Tic.Ltd.Şti.;Kiracı;3;Plastik;3323422266;info@piltar.com;www.piltar.com;piltar.com;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 34
Plasmarket Plas.metal Kalıp Mak.san.tic.ltd.şti.;Tahsisli;3;Plastik;4446960;info@plasmarket.com.tr;;;Büyükkayacık Osb Mah, 5 Nolu Sokak, No: 6
Plasmarket Plas.metal Kalıp Mak.san.tic.ltd.şti.;Tahsisli;3;Plastik;4446960;info@plasmarket.com.tr;;;Büyükkayacık Osb Mah, 5 Nolu Sokak, No: 4
Plastech Mak.teknolojileri San.ve Tic.ltd.şti.;Kiracı;3;Metal;3325830518;bilgi@plastechmakina.com;;;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 11
Polatoğlu Kereste Nakliye İnşaat San. Ve Tic.ltd.şti.;Tahsisli;6;Mobilya ve Ahşap Ürünleri;;1muhasebe@polatoglukereste.com;;;Büyükkayacık Osb Mah, 624 Nolu Sokak, No: 8
Polcast Metal Tek.san. Ve Tic.ltd.şti.;Kiracı;3;Döküm;;;;;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 10
Poleks Makina San. Ve Tic.a.ş.;Ön Tahsisli;6;İmalat;3322390011;poleks@poleks.com.tr;www.poleks.com.tr;poleks.com.tr;
Poleks Makina San. Ve Tic.a.ş.;Tahsisli;2;İmalat;3322390011;poleks@poleks.com.tr;www.poleks.com.tr;poleks.com.tr;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 21
Polmot Motor Makine San.tic.a.ş.;Tahsisli;4;Hidrolik;;;;;Büyükkayacık Osb Mah, 103. Cadde, No: 15
Porlanmaz Makine San.tic.a.ş.;Kiracı;2;İmalat;3325030505;muhasebe@porlanmaz.com;www.porlanmaz.com;porlanmaz.com;Büyükkayacık Osb Mah, Güzelkonak Sokak, No: 13
Porta Yem A.ş.;Kiracı;2;Yem ve Tohumculuk; 332 503 00 86;info@portayem.com.tr;;;Büyükkayacık Osb Mah, İkipınar Sokak, No: 7
Prauf Makina A.ş.;Ön Tahsisli;6;Tarım Makinaları;5367791279;tuzla2010@hotmail.com;;;
Presan Prefabrik İnş.san.tic.ltd.şti.;Kiracı;3;Yapı - İnşaat Malzemeleri;3322390145;info@presan.com.tr;;;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 1
Presan Prefabrik İnş.san.tic.ltd.şti.;Ön Tahsisli;6;Yapı - İnşaat Malzemeleri;3322390145;info@presan.com.tr;;;
Presan Prefabrik İnş.san.tic.ltd.şti.;Tahsisli;4;Yapı - İnşaat Malzemeleri;3322390145;info@presan.com.tr;;;Büyükkayacık Osb Mah, 103. Cadde, No: 16
Prestige Kimya Kozmetik Ve Temizlik Mad.san.tic.ltd.şti.;Kiracı;3;Kimya;2124861116;elifsener@prestigekimya.com.tr;https://prestigekimya.com.tr/tr;prestigekimya.com.tr;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 17
Process Alüminyum Plastik San.tic.ltd.şti.;Tahsisli;5;Alüminyum;3322480092;tahsin@process.com.tr;www.process.com.tr;process.com.tr;Aşağıpınarbaşı Osb Mah, 524 Nolu Sokak, No: 3
Prodi Dış Ticaret Ltd.şti.;Ön Tahsisli;6;Yem ve Tohumculuk;;1muhasebe@prodi.com.tr;;;
Prokap Plastik Kapak Sanayi Ticaret A.ş.;Ön Tahsisli;6;Plastik;;1info@prokapplastik.com;;;
Proplast Gıda Kimya Plastik San.tic.ltd.şti.;Tahsisli;5;Plastik;;huseyinkaraburun@hotmail.com;;;Büyükkayacık Osb Mah, 511 Nolu Sokak, No: 7
Proxman Motor Parçaları İml.san.tic.ltd.şti.;Kiracı;3;Otomotiv Yedek Parça;;;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 18
Proxmann Motor Parçaları İmalat San.Tic.Ltd.Şti.;Tahsisli;6;Otomotiv Yedek Parça;3325031081;suleyman@proxmann.com;;;
Quantix Crop Science Tarım Ve Kimya A.ş.;Kiracı;4;Kimya;;harunbuyukegen@quantıix.com.tr;;;Büyükkayacık Osb Mah, 422 Nolu Sokak, No: 4-1
Rabi Mobilya Mimarlık Dış Tic.tur.inş.san. Ve Tic.ltd.şti.;Kiracı;4;Mobilya ve Ahşap Ürünleri;;muhasebe@rabimobilya.com.tr;;;Büyükkayacık Osb Mah, 414 Nolu Sokak, No: 2
Rabia Gülgen-metin Arslanpınar;Tahsisli;2;Diğer;;;;;Büyükkayacık Osb Mah, Güzelkonak Sokak, No: 4
Rahim Yaman Yamanlar Orman Ürünleri Sanayi Ve Ticaret Ltd. Şti.;Tahsisli;3;Mobilya ve Ahşap Ürünleri;;;;;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 9
Rahimoğlu İç Ve Dış Tic.ltd.şti.;Tahsisli;3;Diğer;3322516618;alimdorse@alimdorse.com;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 27
Rakhmatjon Abdullaev;Tahsisli;3;Gıda;;azimsaliha@mail.ru;;;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 28
Ram İthalat İhracat İnşaat Nakliyat Sanayi Ve Ticaret Ltd.şti.;Tahsisli;3;Dorse - Damper - Treyler;5392137467;1muhasebe@ramtreyler.com;;;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 10
Ram İthalat İhracat İnşaat Nakliyat Sanayi Ve Ticaret Ltd.şti.;Tahsisli;6;Dorse - Damper - Treyler;5392137467;1muhasebe@ramtreyler.com;;;Büyükkayacık Osb Mah, 611 Nolu Sokak, No: 10
Rana Tarım Hayvancılık San.tic.ltd.şti.;Tahsisli;4;Gıda;3322370516;bilgi@ranayumurta.com.tr;;;Büyükkayacık Osb Mah, 418 Nolu Sokak, No: 7
Raydem İç Ve Dış Tic.mak.mad.pet.ür.inş.san.ve Tic.ltd.şti.;Tahsisli;3;Diğer;3322392051;raydem-importetport@hotmail.com;;;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 13
Reha Hidrolik Makia İmalat San. Ve Tic.ltd.şti.;Tahsisli;6;Makina;3323463440;info@rehamakina.com;https://www.rehamakina.com/;rehamakina.com;
Reis Makina Ticaret Ve Sanayi A.ş.;Kiracı;2;Makina;;;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 53
Rekor Araç Üstü Ekipmanları San.Ve Tic.Ltd.Şti.;Tahsisli;2;Dorse - Damper - Treyler;;;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 3
Rekor Orm. Ürn. Dek. Mob. İnş. San. Tic. Ltd. Şti.;Tahsisli;5;Mobilya ve Ahşap Ürünleri;3323424070;muhasebe@rekormobilya.com.tr;;;Büyükkayacık Osb Mah, 515 Nolu Sokak, No: 2
Rekorsan Otomotiv San. Ve Tic.ltd.şti.;Tahsisli;4;Hidrolik;3323450005;rekorsan@rekorsan.com;www.rekorsan.com;rekorsan.com;Büyükkayacık Osb Mah, 101. Cadde, No: 12
Rekorsan Otomotiv San. Ve Tic.ltd.şti.;Tahsisli;6;Hidrolik;3323450005;rekorsan@rekorsan.com;www.rekorsan.com;rekorsan.com;
Renal İlaç Kimya Ve Sağlık Ürn.San.Ve Paz.Ltd.Şti.;Tahsisli;3;Sağlık ve Medikal	;3323425660;ik@renal.com.tr;www.renal.com.tr;renal.com.tr;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 7
Repolim Plas.ve Geri Dönüşüm San.tic.ltd.şti.;Kiracı;3;Plastik;3322390016;info@repolim.com;www.repolim.com;repolim.com;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 14
Repolim Plas.ve Geri Dönüşüm San.tic.ltd.şti.;Tahsisli;6;Plastik;3322390016;info@repolim.com;www.repolim.com;repolim.com;Büyükkayacık Osb Mah, 606 Nolu Sokak, No: 11
Retay Savunma San. Ve Tic.a.ş.;Kiracı;4;Silah Üretimi	;3323426513;muhasebe@retayarms.com;;;Büyükkayacık Osb Mah, 103. Cadde, No: 11
Retay Silah Otom.inş.gıda San.ve Tic.ltd.şti.;Kiracı;4;Silah Üretimi	;;;;;Büyükkayacık Osb Mah, 103. Cadde, No: 11
Rızalar Endüstriyel Ve Mimarı Cam Alüminyum Mak.San. Ve Tic.Ltd.Şti.;Ön Tahsisli;6;Diğer;3323424918;info@rizalar.com.tr;;;
Rızalar Endüstriyel Ve Mimarı Cam Alüminyum Mak.San. Ve Tic.Ltd.Şti.;Tahsisli;5;Diğer;3323424918;info@rizalar.com.tr;;;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 4
Rota Enerji Kimya Akaryakıt Geri Dönüşüm A.ş.;Tahsisli;6;Elektrik - Elektronik ve Enerji;;1emrahguzel@rotaenerji.com.tr;;;
Rotsan Mak.Kalıp Plas.Dem.Doğ.San.Ve Tic.Ltd.Şti.;Tahsisli;3;Plastik;3322391056;bilgi@rotsanplastik.com;www.rotsanplastik.com;rotsanplastik.com;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 19
Rotsan Otom.inş.kundura San.tic.ltd.şti.;Tahsisli;5;İmalat;3323451727;bilgi@rotsan.com.tr;www.rotsan.com.tr;rotsan.com.tr;Büyükkayacık Osb Mah, 511 Nolu Sokak, No: 8
Rotsan Otom.inş.kundura San.tic.ltd.şti.;Tahsisli;4;İmalat;3323451727;bilgi@rotsan.com.tr;www.rotsan.com.tr;rotsan.com.tr;Büyükkayacık Osb Mah, 102. Cadde, No: 2
Safa Tarım A.Ş.;Tahsisli;3;Kimya;3322391460;mbe@safatarim.com;www.safatarim.com;safatarim.com;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 18
Safa Tarım A.Ş.;Tahsisli;3;Kimya;3322391460;mbe@safatarim.com;www.safatarim.com;safatarim.com;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 31
Safa Tarım Tic. Ve San.ltd.şti.;Kiracı;3;Diğer;3322391460;ik@safatarim.com;www.safatarim.com;safatarim.com;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 31
Sağlamel Tarım Makinaları San.Tic.Ltd.Şti.;Tahsisli;2;Tarım Makinaları;3322390660;saglamel@saglamel.com;www.isaglamel.com;isaglamel.com;Büyükkayacık Osb Mah, Kocadere Sokak, No: 5
Sağlık Döküm Mak.san.tic.ltd.şti;Tahsisli;4;Döküm;3323421042;saglikdokum@hotmail.com;https://www.saglikdokum.net;saglikdokum.net;Büyükkayacık Osb Mah, 410 Nolu Sokak, No: 5
Sağlık Market Sağlık Ürünleri İth.paz.san. Ve Tic.ltd.şti.;Tahsisli;5;Sağlık ve Medikal	;2164441148;acura@acura.com.tr;www.acura.com.tr;acura.com.tr;Büyükkayacık Osb Mah, 512 Nolu Sokak, No: 7
Salim Oğul Tohumculuk Gıda Tarım Hay.san. Ve Tic.ltd.şti.;Tahsisli;5;Yem ve Tohumculuk;3323424622;salimogul_72@hotmail.com;;;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 11
Sami Çiçek Otomotiv San.ve Tic.ltd.şti.;Tahsisli;3;Otomotiv Yedek Parça;3323452323;muhasebe@porter.com.tr;www.porter.com.tr;porter.com.tr;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 44
Sampa Otomotiv San. Ve Tic.a.ş.;Tahsisli;6;Otomotiv Yedek Parça;3325010297;muhasebe@caweq.com;;;
Sampa Otomotiv San. Ve Tic.a.ş.;Kiracı;4;Otomotiv Yedek Parça;3325010297;muhasebe@caweq.com;;;Büyükkayacık Osb Mah, 416 Nolu Sokak, No: 10
Saraçoğlu Boya Kimya Amb.San.Ve Tic.A.Ş.;Tahsisli;2;Boya;3322390785;abtemizci@cabella.com.tr;www.cabella.com.tr;cabella.com.tr;Büyükkayacık Osb Mah, Sarıçiçek Sokak, No: 8
Saraylı Mad.Eşya İml.Paz.San.Tic.A.Ş.;Tahsisli;3;Ev Gereçleri;4445239;scimen@smsarayli.com.tr;www.smsarayli.com.tr;smsarayli.com.tr;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 19
Sarılar Çuval İplik San. Ve Tic.A.Ş.;Tahsisli;2;Tekstil;3322390065;muhasebe@sarilarcuvaliplik.com;www.sarılarcuvaliplik.com;xn--sarlarcuvaliplik-cqc.com;Büyükkayacık Osb Mah, Güneştepe Sokak, No: 3/2
Sarılar Çuval İplik San. Ve Tic.A.Ş.;Ön Tahsisli;6;Tekstil;3322390065;muhasebe@sarilarcuvaliplik.com;www.sarılarcuvaliplik.com;xn--sarlarcuvaliplik-cqc.com;
Sarıtaş Motor Yenileme Mak.İmal.San. Ve Tic.Ltd.Şti.;Kiracı;2;Makina;3322390240;muhasebe@saritas.com;www.saritas.com;saritas.com;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 5
Sarkon Crane Makina İmalat San. Ve Tic. Ltd. Şti.;Kiracı;4;Vinç Makinaları;3323426518;muhasebe@sarkoncrane.com;WWW.@sarkoncrane.com;sarkoncrane.com;Büyükkayacık Osb Mah, 414 Nolu Sokak, No: 1
Savema Markalama Ve Kodlama Mak.san.tic.ltd.şti.;Tahsisli;3;Diğer;3322392339;info@savema.com.tr;www.savema.com.tr;savema.com.tr;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 4
Say Vana San.Ve Tic.Ltd.Şti.;Tahsisli;2;Metal;3323555775;sayvana@gmail.com;www.sayvana.com;sayvana.com;Büyükkayacık Osb Mah, Reisköy Caddesi, No: 4
Saymak Endüstriyel Metal Makine San. Ve Tic.A.Ş.;Tahsisli;6;Makina;3322391234;info@say-mak.com.tr;;;
Sebe Gıda Kimya Tekstil Tarım Dış Tic.Ltd.Şti.;Tahsisli;5;Gıda;;osmanselcukumit@hotmail.com;;;Aşağıpınarbaşı Osb Mah, 525 Nolu Sokak, No: 2/1
Seca Mühendislik Otomasyon Elektrik Elektronik San.tic.ltd.şti.;Ön Tahsisli;6;Elektrik - Elektronik;3323426217;2isa@secamuhendislik.com;;;
Sector Tarım Kimya Gıda Pazar San.Ve Tic.A.Ş.;Tahsisli;4;Kimya;4441283;info@sectortarim.com.tr;www.sectortarim.com.tr;sectortarim.com.tr;Büyükkayacık Osb Mah, 103. Cadde, No: 9
Seçkinler Metal San.Ve Tic.A.Ş.;Tahsisli;4;Metal;3323450045;seckin@seckinlermetal.com;www.seckinlermetal.com;seckinlermetal.com;Büyükkayacık Osb Mah, 101. Cadde, No: 7
Sedefsan Matbaacılık Gıda Maddeleri San.Ve Tic.Ltd.Şti.;Tahsisli;5;Ambalaj ve Paketleme;3323450228;info@sedefsan.com.tr;https://sedefsan.com.tr;sedefsan.com.tr;Büyükkayacık Osb Mah, 516 Nolu Sokak, No: 12
Sekizli Makina Ve Vinç Sanayi Ticaret A.ş.;Tahsisli;6;Vinç Makinaları;;finans@sekizli.com.tr;;;
Selçuk Kauçuk Ve Plastik Sanayi Ticaret A.ş.;Tahsisli;3;Kauçuk ve Lastik;3322390098;info@selkapar.com;www.selkapar.com;selkapar.com;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 9
Selçuk Kauçuk Ve Plastik Sanayi Ticaret A.ş.;Ön Tahsisli;6;Kauçuk ve Lastik;3322390098;info@selkapar.com;www.selkapar.com;selkapar.com;
Selçuklu Konalsan Alm.san.ve Tic.ltd.şti.;Tahsisli;3;Döküm;3322391780;info@selcuklukonalsan.com.tr;www.selcuklukonalsan.com.tr;selcuklukonalsan.com.tr;Büyükkayacık Osb Mah, 12 Nolu Sokak, No: 36
Selçuklu Polimer İthalat İhracat Nakliye Ve İnşaat Saanyi Ticaret Ltd.şti.;Kiracı;3;Geri Dönüşüm;;selcuklupolimer@gmail.com;;;Büyükkayacık Osb Mah, Vali İhsan Dede Caddesi, No: 14
Selçuklu Polimer İthalat İhracat Nakliye Ve İnşaat Saanyi Ticaret Ltd.şti.;Tahsisli;6;Geri Dönüşüm;;selcuklupolimer@gmail.com;;;Büyükkayacık Osb Mah, 624 Nolu Sokak, No: 3
Selefa Metalurji Metal Makine İnş.ve Tic.ltd.şti.;Tahsisli;3;Makina;3322390658;info@selefa.com.tr;;;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 1
Selmaksan Selçuk Mak.Zir.Alt.İml.San.Tic.Ltd.Şti.;Tahsisli;3;Tarım Makinaları;3322391153;sms@selmaksan.com.tr;;;Büyükkayacık Osb Mah, 18 Nolu Sokak, No: 11
Selva Gıda San.a.ş.;Tahsisli;2;Gıda;;;;;Büyükkayacık Osb Mah, Güzelkonak Sokak, No: 6/2
Selva Gıda San.a.ş.;Tahsisli;2;Gıda;;;;;Büyükkayacık Osb Mah, Güzelkonak Sokak, No: 6
Sempa Pompa Makina A.Ş.;Tahsisli;3;Diğer;4446413;maliyet@sempapompa.com;;;Büyükkayacık Osb Mah, 22 Nolu Sokak, No: 4
Senkap Plastik Limited Şirketi;Tahsisli;5;Plastik;3323454414;info@senkap.com;www.senkap.com;senkap.com;Büyükkayacık Osb Mah, 503 Nolu Sokak, No: 15
Ser Hortum Boru Plastik San. Ve Tic.ltd.şti.;Tahsisli;5;Plastik;;serhortum@serhortum.com.tr;www.serhortum .com.tr;serhortum;Büyükkayacık Osb Mah, 511 Nolu Sokak, No: 10
Ser Treyler Servis Üst Yapı San. Ve Tic.a.ş.;Tahsisli;3;Dorse - Damper - Treyler;4442923;serin@serin.com.tr;;;Büyükkayacık Osb Mah, Bila Sokak, No: 
Ser Treyler Servis Üst Yapı San. Ve Tic.a.ş.;Tahsisli;3;Dorse - Damper - Treyler;4442923;serin@serin.com.tr;;;Büyükkayacık Osb Mah, Bila Sokak, No: 
Ser Treyler Servis Üst Yapı San. Ve Tic.a.ş.;Tahsisli;3;Dorse - Damper - Treyler;4442923;serin@serin.com.tr;;;Büyükkayacık Osb Mah, Bila Sokak, No: 
Serial Metal San. Ve Tic.a.ş.;Ön Tahsisli;6;Alüminyum;5373570096;1info@serialmetal.com;;;
Serin Otomotiv San. Ve Tic. A.ş.;Tahsisli;3;Dorse - Damper - Treyler;;;;;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 12
Serin Treyler A.Ş.;Tahsisli;3;Dorse - Damper - Treyler;3322390610;serin@serin.com.tr;www.serin.com.tr;serin.com.tr;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 1
Serioplast Ambalaj San.ve Tic.a.ş.;Kiracı;3;Plastik;3323452513;ramazan.sarioglu@serioplast.com;;;Büyükkayacık Osb Mah, 500 Nolu Sokak, No: 3
Sevgili Metal Otomotiv San. Ve Tic.ltd.şti.;Kiracı;5;Otomotiv Yedek Parça;;;;;Aşağıpınarbaşı Osb Mah, 516 Nolu Sokak, No: 10
Sezersan Matbaacılık Ve Amb.san.tic.a.ş.;Kiracı;3;Plastik;;;;;Büyükkayacık Osb Mah, 11 Nolu Sokak, No: 1
Sf Yıldız Makina Otom.san.ve Tic.ltd.şti.;Tahsisli;4;Hidrolik;3323450515;info@yildizpto.com;https://sfyildiz.com.tr;sfyildiz.com.tr;Büyükkayacık Osb Mah, 414 Nolu Sokak, No: 8
Sfs Filtre Damla Sulama San.ve Tic.ltd.şti.;Kiracı;2;Diğer;3325031163;info@sfssulama.com.tr;www.sfssulama.com.tr;sfssulama.com.tr;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 22
Sıtkı Başaran Otomotiv İmalat Pazarlama İthalat İhracat Saanyi Ve Ticaret Ltd.şti.;Tahsisli;6;Otomotiv Yedek Parça;3322333010;info@sitkibasaran.com.tr;www.sitkibasaran.com.tr;sitkibasaran.com.tr;Büyükkayacık Osb Mah, 620 Nolu Sokak, No: 15
