Firma Adı;Şehir;İlçe;Sektör;Telefon;Faks;E-Posta;Web Sitesi;Domain;Adres
MOR ELMA İLAÇ SATIŞ PAZARLAMA KOZMETİK KIRTASİYE TEKSTİL ÜRÜN.İNŞ. TİC.VE SAN.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 76 74;3767674;morelma@outlook.com.tr;http://www.morelma.com.tr;morelma.com.tr;10.002 SOKAK NO.35 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MOR ELMA İLAÇ SATIŞ PAZARLAMA KOZMETİK KIRTASİYE TEKSTİL ÜRÜN.İNŞ. TİC.VE SAN.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 76 74;3767674;muhasebe@morelma.com.tr;;;10.026 SOKAK NO:12 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MOR ELMA İLAÇ SATIŞ PAZARLAMA KOZMETİK KIRTASİYE TEKSTİL ÜRÜN.İNŞ. TİC.VE SAN.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 76 74;3767674;morelma@outlook.com.tr;http://www.morelma.com.tr;morelma.com.tr;10.026 SOKAK NO:14 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MOR ELMA İLAÇ SATIŞ PAZARLAMA KOZMETİK KIRTASİYE TEKSTİL ÜRÜN.İNŞ. TİC.VE SAN.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Tekstilden çuval, torba, çanta ve benzerlerinin im;(232) 376 76 74;3767671;morelma@outlook.com.tr;http://www.morelma.com.tr;morelma.com.tr;10.026 SOKAK N0.16  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MOZAİKA ELEKTRONİK SİSTEM SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;;(216) 680 07 07;(216) 680 07 04;info@mozaika.com.tr;;;10039 SOKAK NO:25 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MSAMAK MAKİNA YEDEK PARÇA İMALAT İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 76 14;;info@msamakina.com.tr;www.msamakina.com.tr;msamakina.com.tr;10.040 SOKAK NO.12  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MSAMAK MAKİNA YEDEK PARÇA İMALAT İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Motorlu kara tasitlari için diger parça ve aksesua;(232) 376 76 14;;info@msamakina.com.tr;http://www.msamakina.com.tr;msamakina.com.tr;10.040 SOKAK NO:10 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUDE TEKSTİL İTH.İHR.SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Kumas ve tekstil ürünlerine iliskin diger bitirme ;(232) 328 10 41;3282187;mudetekstil@ttmail.com;;;10.011 SOKAK NO.14 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUHSİN GÜRTAN / AYŞE ÖZKUL;İZMİR;ÇİĞLİ;Sogutma ve havalandirma donanimlarinin imalati, ev;(232) 336 87 57;3360336;muhsingurtan@yahoo.com;www.estehomes.com;estehomes.com;10.002 SOKAK NO.39 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUHSİN GÜRTAN / AYŞE ÖZKUL / ESMA EKİNCİ;İZMİR;ÇİĞLİ;Oluklu kagit ve mukavva imalati ile kagit ve mukav;(232) 336 87 57;3360336;muhsingurtan@yahoo.com;www.baster.com;baster.com;10.000 SOKAK NO.14 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MURAT CEM ÖZDEMİR;İZMİR;ÇİĞLİ;;(232) 459 08 88;4593435;cemozdemir@cfmsogutma.com;;;10.044 SOKAK NO:9/1   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MURAT CEM ÖZDEMİR;İZMİR;ÇİĞLİ;;(232) 459 08 88;4593435;cemozdemir@cfmsogutma.com;http://;;10.010 SOKAK NO.17 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MURAT KARAKARTAL / NİHAN KIZILDERELİ;İZMİR;ÇİĞLİ;;(232) 376 80 20;3768020;nkiz@mynet.com;;;10.021 SOKAK NO.33 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MURAT KARAKARTAL / NİHAN KIZILDERELİ;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi ve sekil verilmesi;(232) 376 80 20;3768021;nkiz@mynet.com;;;10.040 SOKAK NO.7  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MURAT SERDAR KOÇ;İZMİR;ÇİĞLİ;Sabun, yikama ve temizleme müstahzarlari (deterjan;(232) 376 80 42;3768044;neta@netakimya.com;www.netakimya.com;netakimya.com;10.041 SOKAK NO:20  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MURAT ÜNVERDİ;İZMİR;ÇİĞLİ;;(232) 328 28 83;3365782;murat.unverdi@hotmail.com;;;10.021 SOKAK NO.29  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MURKA GIDA TARIM ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Kayitli medyanin basilmasi ve çogaltilmasi;(422) 321 35 01;(422) 324 23 33;;http://;;10.008 SOKAK NO.12 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA KARABAĞLI;İZMİR;ÇİĞLİ;;;;;http://;;10.021 SOKAK NO.5  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA KARABAĞLI;İZMİR;ÇİĞLİ;;;;;;;10.007 SOKAK NO.22  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA KARABAĞLI;İZMİR;ÇİĞLİ;;;;mustafa@kartektr.com;;;10.027 SOKAK NO.1  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA KARABAĞLI;İZMİR;ÇİĞLİ;Bilgisayar programlama faaliyetleri (sistem, veri ;;;;http://;;10.021 SOKAK NO.3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA KARABAĞLI AOSB ŞUBESİ;İZMİR;ÇİĞLİ;Bilgisayar programlama faaliyetleri (sistem, veri ;;;;;;10.021 SOKAK NO.1  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA KEMAL YAPAN;İZMİR;ÇİĞLİ;Sanayi tipi sogutucu ve dondurucu donanimlari ile ;(232) 376 83 20;3768326;info@messan.com.tr;www.messan.com.tr;messan.com.tr;10.007 SOKAK NO.24 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA KÜÇÜKBAY;İZMİR;ÇİĞLİ;Plastik insaat malzemesi imalati;(232) 877 06 77;8771204;kucukbayltd@hotmail.com;;;10.007 SOKAK NO.11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA LEVENT ASAL;İZMİR;ÇİĞLİ;;;;;http://;;10.022 SOKAK NO.1  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA NİSARİ;İZMİR;ÇİĞLİ;Diger matbaacilik;;;;;;10.023 SOKAK NO.9 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA SEZAİ ASLANLI;İZMİR;ÇİĞLİ;;(232) 376 83 90;3280282;aslanlikimya@hotmail.com;;;10.014 SOKAK NO.3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA ŞAİROĞLU;İZMİR;ÇİĞLİ;Motosiklet imalati;(232) 237 27 37;2378788;info@sairoglu.com;www.sairoglu.com;sairoglu.com;10.039 SOKAK NO:30 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUSTAFA YEĞEN;İZMİR;ÇİĞLİ;;(232) 478 00 29;;mehmetyegen42@hotmail.com;;;10.024 SOKAK NO.11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MUZAFFER KAĞITÇIOĞLU TARIM MAKİNALARI TARIM HAYVANCILIK TOHUMCULUK  SAN.VE DIŞ TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 10 15;3281609;info@muzafferkagitcioglu.com;http://www.muzafferkagitcioglu.com.tr;muzafferkagitcioglu.com.tr;10.013 SOKAK NO.4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
MÜBİN DEMİRAĞ;İZMİR;ÇİĞLİ;;(232) 328 20 69;3280419;;http://;;10.016 SOKAK NO.16  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NAMLI MERMER İNŞ.SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Tas ve mermerin kesilmesi, sekil verilmesi ve biti;(232) 376 71 37;3767325;;www.namlimermer.com;namlimermer.com;10.002 SOKAK NO:7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NAZLIM USLU;İZMİR;ÇİĞLİ;;;;;http://;;10.023 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NAZMİ BİLGİN / AR-TU KİMYA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;;;c.yagci@artukimya.com;;;10.002 SOKAK NO.31 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NECDET KÜÇÜKBAY YAĞ VE SABUN SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Bitkisel sivi yag (yenilebilen) imalati (soya, sus;(232) 328 25 78;3280364;info@necdetkucukbay.com.tr;;;10.032 SOKAK NO.12  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NECDET KÜÇÜKYILMAZ;İZMİR;ÇİĞLİ;;;;necdetkucukyilmaz@yahoo.com.tr;;;10.040 SOKAK NO.14 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NECMETTİN ENGİN DURSUN AS SİNEKLİK SİTEMLERİ;İZMİR;ÇİĞLİ;Alüminyum kapi, pencere, bunlarin kasalari, kapi e;;;assineklik@hotmail.com;http://www.assineklik.com;assineklik.com;10.038 SOKAK NO:10/1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NEDİM KÖKLEMEZ;İZMİR;ÇİĞLİ;;(232) 329 08 58;3296464;nkoklemez@hotmail.com;;;10.016 SOKAK NO.40 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NEDU BAĞLANTI ELEMANLARI SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Metalden kalip ve döküm modeli imalati (kek ve aya;(232) 328 13 90;3767613;info@nedukalip.com.tr;http://www.nedukalip.com.tr;nedukalip.com.tr;10.002 SOKAK NO.8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NEKSUS ENDÜSTRİYEL MAKİNA ROBOTİK ARGE SAN.VE TİC.A.Ş ÇİĞLİ ŞUBESİ;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger özel amaçli m;;;info@neksus.com.tr;http://www.neksus.com.tr;neksus.com.tr;10.036 SOKAK NO:12/1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NEMAK İZMİR DÖKÜM SANAYİ A.Ş.;İZMİR;ÇİĞLİ;Pik demir ve manganezli dökme demir (aynali demir/;(232) 398 30 00;3983999;info.turkey@nemak.com;www.nemak.com;nemak.com;10.006/1 SOKAK NO:4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NESTA KİMYA TEMİZLİK ÜRÜNLERİ GIDA İNŞ.TAAH.HAYVANCILIK NAKLİYE TURİZM İTH.İHR.SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 15 65;3293966;info@nestakimya.com.tr;http://www.nestakimya.com.tr;nestakimya.com.tr;10.029 SOKAK NO.5 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NETA TEMİZLİK ÜRÜNLERİ KİMYA İNŞ.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Sabun, yikama ve temizleme müstahzarlari (deterjan;(232) 376 80 42;3768044;neta@netakimya.com;http://www.netakimya.com;netakimya.com;10.041 SOKAK NO:20  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NETPAK HİJYEN VE KOKULANDIRMA SİSTEMLERİ A.Ş.;İZMİR;ÇİĞLİ;Elektrikli diger küçük ev aletleri (elektrotermik ;(232) 461 41 17;4615273;muhasebe@net-pak.net;http://www.carpex.com.tr;carpex.com.tr;10.041 SOKAK NO.4   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NETPAK HİJYEN VE KOKULANDIRMA SİSTEMLERİ A.Ş.;İZMİR;ÇİĞLİ;;(232) 461 41 17;4615273;hygiene@carpex.com.tr;http://www.net-pak.net;net-pak.net;10.044 SOKAK NO.12  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NEVZAT BOŞKUT KUT-SAN DÖKÜM VE İMALAT SANAYİ;İZMİR;ÇİĞLİ;Hafif metallerin dökümü (alüminyum, magnezyum, tit;(232) 433 90 32;4493540;info@kut-san.net;www.kut-san.net;kut-san.net;10.026 SOKAK NO.26  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NEZÇINAR TEKSTİL SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 486 69 67;3767566;info@nezcinar.com;;;10.001 SOKAK NO:14 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
Nİ-KA MAKİNA YEDEK PARÇA SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Motorlu kara tasitlari için diger parça ve aksesua;(232) 376 80 20;3768020;info@nika.com.tr;;;10.052 SOKAK NO.12 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
Nİ-KA MAKİNA YEDEK PARÇA SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Motorlu kara tasitlari için diger parça ve aksesua;(232) 376 80 20;3283122;nkiz@nikacelik.com;;;10.040 SOKAK NO.7  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NİGAR DİNLETEN;İZMİR;ÇİĞLİ;Sabun, yikama ve temizleme müstahzarlari (deterjan;;;dinleten_n@yahoo.com;http://;;10.023 SOKAK NO:4  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NİLSEL ÇAKMAK/GÜLSEL MURAT;İZMİR;ÇİĞLİ;;;;;;;10.026 SOKAK NO.32 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NİMEKS ORGANİK TARIM ÜR.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis meyve ve sebzelerin;(232) 376 81 11;3768232;info@nimeks.com;http://www.nimeks.com.tr;nimeks.com.tr;10.000 SOKAK NO:3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NİMEKS ORGANİK TARIM ÜR.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Dondurulmus veya kurutulmus meyve ve sebzelerin im;(232) 376 81 11;3768232;info@nimeks.com;www.nimeks.com.tr;nimeks.com.tr;10.001 SOKAK NO:25 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORAL GÜÇ VE ENERJİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Elektrikli aydinlatma ekipmanlarinin imalati;(232) 328 01 41;3280140;cemdag@cemdag.com;www.cemdag.com;cemdag.com;10.007 SOKAK NO:4/3 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORDEX ENERJİ A.Ş.;İZMİR;ÇİĞLİ;;(212) 468 37 37;2124653604;info@nordex-online.com;http://www.nordex-online.com;nordex-online.com;10.006/1 SOKAK NO.22 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORDEX ENERJİ A.Ş. İZMİR 2. ŞUBESİ;İZMİR;ÇİĞLİ;Enerji santralleri insaati (hidroelektrik santrali;(212) 468 37 37;;info@nordex-online.com;http://www.nordex-online.com;nordex-online.com;10.006/1 SOKAK NO.39  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM CİVATA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 76 10;3767613;info@normcivata.com;http://www.normcivata.com;normcivata.com;10.010 SOKAK NO.22 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM CİVATA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Yivli baglanti malzemeleri imalati, demir, çelik v;(232) 376 76 10;3767613;info@norm-fasteners.com.tr;www.normcivata.com;normcivata.com;10.037 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM EKLEMELİ İMALAT TEKNOLOJİLERİ A.Ş.;İZMİR;ÇİĞLİ;Motorlu kara tasitlari için diger parça ve aksesua;(232) 376 76 10;;info@normaddivite.com;http://www.normaddivite.com;normaddivite.com;10.002 SOKAK NO.6A ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM İZMİR CİVATA SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Yivli baglanti malzemeleri imalati, demir, çelik v;(232) 376 76 10;3767613;info@normfasteners.com;http://www.normfasteners.com/;normfasteners.com;10.007 SOKAK NO.1/3  ATATÜRK ORGANİZE SANAYİ 
NORM İZMİR CİVATA SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Yivli baglanti malzemeleri imalati, demir, çelik v;(232) 376 76 10;3767613;info@normfasteners.com;http://www.normfasteners.com/;normfasteners.com;10.007 SOKAK NO:1/1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM SOMUN SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Yivli baglanti malzemeleri imalati, demir, çelik v;(232) 376 76 10;3767613;info@norm-fasteners.com.tr;http://www.normcivata.com;normcivata.com;M.KEMAL ATATÜRK BULVARI NO.52  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM TURİSTİK FAALİYETLER ENERJİ VE GAYRİMENKUL A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 76 10;3767613;info@normholding.com;https://normholding.com/;normholding.com;10.010 SOKAK NO.21  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM TURİSTİK FAALİYETLER ENERJİ VE GAYRİMENKUL A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 77 87;3767560;info@normholding.com;https://normholding.com;normholding.com;10.010 SOKAK NO:26  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM TURİSTİK FAALİYETLER ENERJİ VE GAYRİMENKUL A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 77 87;3767560;info@normholding.com;https://normholding.com;normholding.com;10.010 SOKAK NO:28  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM TURİSTİK FAALİYETLER ENERJİ VE GAYRİMENKUL A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 77 87;3767560;info@normholding.com;https://normholding.com;normholding.com;10.010 SOKAK NO:30  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM TURİSTİK FAALİYETLER ENERJİ VE GAYRİMENKUL A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 76 10;3767613;info@normholding.com;https://normholding.com;normholding.com;10.007 SOKAK NO.1/3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM TURİSTİK FAALİYETLER ENERJİ VE GAYRİMENKUL A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 19 13;3767613;info@normholding.com;https://normholding.com;normholding.com;10.002 SOKAK NO.8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NORM TURİSTİK FAALİYETLER ENERJİ VE GAYRİMENKUL A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 77 87;3767560;info@normholding.com;https://normholding.com;normholding.com;10.002 SOKAK NO.22 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NRM MÜHENDİSLİK MAKİNE SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 325 00 08;3250009;info@nrmmuhendislik.com.tr;http://www.nrmmuhendislik.com.tr;nrmmuhendislik.com.tr;10.037 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NRM MÜHENDİSLİK MAKİNE SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 325 00 08;3250009;info@nrmmuhendislik.com.tr;http://www.nrmmuhendislik.com.tr;nrmmuhendislik.com.tr;10.010 SOKAK NO.21/1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NURAL PLASTİK AMB.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 04 00;3280824;bilgi@nuralplastik.com.tr;www.nuralplastik.com;nuralplastik.com;10.044 SOKAK NO.10  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
NURŞEN UNAN;İZMİR;ÇİĞLİ;;;;unannursen@gmail.com;;;10.016 SOKAK NO.74  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OBEL CİVATA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 84 15;(232) 376 84 19;info@obel.com.tr;http://www.obel.com.tr;obel.com.tr;10.010 SOKAK NO:37 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OBEL CİVATA SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 84 15;3768419;info@obel.com.tr;http://www.obel.com.tr;obel.com.tr;10.032 SOKAK NO.17 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OBEL CİVATA SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 84 15;3768419;info@obel.com.tr;http://www.obel.com.tr;obel.com.tr;10.037 SOKAK NO.9   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OBEL CİVATA SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Baglanti malzemelerinin ve vida makinesi ürünlerin;(232) 376 84 15;3768419;info@obel.com.tr;http://www.obel.com.tr;obel.com.tr;10.002 SOKAK NO.32  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OBEL CİVATA SANAYİVE TİCARET A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 84 15;3768419;info@obel.com.tr;http://www.obel.com.tr;obel.com.tr;10.010 SOKAK NO.4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OBEL CİVATA SANAYİVE TİCARET A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 84 15;3768419;info@obel.com.tr;http://www.obel.com.tr;obel.com.tr;10.008 SOKAK NO.2 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OBEL CİVATA SANAYİVE TİCARET.A.Ş.;İZMİR;ÇİĞLİ;Baglanti malzemelerinin ve vida makinesi ürünlerin;(232) 376 84 15;3768419;info@obel.com.tr;http://www.obel.com.tr;obel.com.tr;10.002 SOKAK NO.30  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OBEL OTOMOTİV SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 84 15;3768419;info@obel.com.tr;http://www.obel.com.tr;obel.com.tr;10.002 SOKAK NO.32  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OEM ENDÜSTRİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 77 27;3767726;volkan@oemindustry.net;http://www.oemindustry.net;oemindustry.net;10.023 SOKAK NO.9 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OĞUZ ÇAĞLIYAN;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger imalatlar;(232) 376 83 05;3280146;efo.elk@superonline.com;http://www.efoelektrik.com;efoelektrik.com;10.016 SOKAK NO.34 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OİTHOX KİMYA GIDA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 04 10;3280413;info@oithox.com.tr;http://www.oithox.com.tr;oithox.com.tr;10.024 SOKAK NO:1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ON-KA ELEKTRİK SAN. VE TİC.A.Ş.;İZMİR;KONAK;Elektrikli ekipmanlarin kurulum hizmetleri (elektr;(232) 421 88 48;4632004;onkaelektrik@gmail.com;;;1469 SOKAK NO:12 D:1   ALSANCAK
ONUR KALIP SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 376 81 26;3768127;info@onurkalipmakina.com;http://;;10.016 SOKAK NO.56 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ORİMPEX TEKSTİL A.Ş.;İZMİR;ÇİĞLİ;;(232) 431 02 76;4310277;info@orimpex.com.tr;http://www.orimpex.com.tr;orimpex.com.tr;10.040 SOKAK NO.28  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ORMER KİMYA VE KOZMETİK SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Sabun, yikama ve temizleme müstahzarlari (deterjan;;;info@ormerkimya.com;http://www.ormerkimya.com;ormerkimya.com;10.021 SOKAK NO.33 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ORTAŞ CAM SANAYİ VE TİCARET LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 421 91 88;4224929;info@ortascam.com.tr;www.ortascam.com.tr;ortascam.com.tr;10.010 SOKAK NO.9 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ORVA İLAÇ SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Eczaciliga iliskin tibbi ilaçlarin imalati (antibi;(232) 376 84 80;3767990;satis@orva.com.tr;www.orva.com.tr;orva.com.tr;10.047 SOKAK NO.3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ORVA İLAÇ SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Eczaciliga iliskin tibbi ilaçlarin imalati (antibi;(232) 376 84 80;3767990;satis@orva.com.tr;http://;;10.010 SOKAK NO.12  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ORVA İLAÇ SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Eczaciliga iliskin tibbi ilaçlarin imalati (antibi;(232) 376 84 80;3767990;satis@orva.com.tr;;;10.047 SOKAK NO.3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OTO SEL OTO YEDEK PARÇA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 433 67 81;4336785;;;;10.039 SOKAK NO.13 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OTO SEL OTO YEDEK PARÇA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Motorlu kara tasitlari için diger parça ve aksesua;(232) 433 67 81;4336785;info@ceakalip.com.tr;http://;;10.016 SOKAK NO:36  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OTO SEL OTO YEDEK PARÇA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Kagit kirtasiye ürünleri imalati;(232) 433 67 81;4336785;info@otosel.com.tr;www.otoselltd.com;otoselltd.com;10.024 SOKAK NO.10 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
OYA KÜÇÜKBAY;İZMİR;ÇİĞLİ;;;;;;;M.KEMAL ATATÜRK BUL. NO:9  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ÖMER GÜLER;İZMİR;ÇİĞLİ;Bina ve bina disi yapilarin (ulasim aydinlat.ve si;(232) 328 10 42;3281043;omerguler@gulerenerji.com;www.gulerenerji.com;gulerenerji.com;10.022 SOKAK NO.2  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ÖMER GÜLER ELEKTRİK PROJE TAAHHÜT MÜHENDİSLİK ENERJİ TESİSLERİ SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Bina ve bina disi yapilarin (ulasim aydinlat.ve si;(232) 328 10 42;3281043;omerguler@gulerenerji.com;http://www.gulerenerjý.com;xn--gulerenerj-ueb.com;10.022 SOKAK NO.2  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
